time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
2025-09-16T15:55:00-04:00,24540.5,24548,24517,24524.25,0,0,0,0,0,0,0,NaN,24548,24517,24524.25
2025-09-16T16:00:00-04:00,24524.25,24539,24521.25,24535.75,0,0,0,0,0,0,0,NaN,24539,24521.25,24535.75
2025-09-16T16:05:00-04:00,24536.25,24537.5,24527.75,24533.5,0,0,0,0,0,0,0,NaN,24537.5,24527.75,24533.5
2025-09-16T16:10:00-04:00,24533.5,24535.25,24531.75,24535,0,0,0,0,0,0,0,NaN,24535.25,24531.75,24535
2025-09-16T16:15:00-04:00,24535,24541.25,24534.25,24539.25,0,0,0,0,0,0,0,NaN,24541.25,24534.25,24539.25
2025-09-16T16:20:00-04:00,24539,24539.25,24534.75,24537.75,0,0,0,0,0,0,0,NaN,24539.25,24534.75,24537.75
2025-09-16T16:25:00-04:00,24537.75,24539.5,24536.5,24538.5,0,0,0,0,0,0,0,NaN,24539.5,24536.5,24538.5
2025-09-16T16:30:00-04:00,24538.75,24542,24538.25,24539.5,0,0,0,0,0,0,0,NaN,24542,24538.25,24539.5
2025-09-16T16:35:00-04:00,24539.5,24542.25,24538.75,24542.25,0,0,0,0,0,0,0,NaN,24542.25,24538.75,24542.25
2025-09-16T16:40:00-04:00,24542,24542.75,24540.25,24542.25,0,0,0,0,0,0,0,NaN,24542.75,24540.25,24542.25
2025-09-16T16:45:00-04:00,24542,24543.25,24538.5,24539.75,0,0,0,0,0,0,0,NaN,24543.25,24538.5,24539.75
2025-09-16T16:50:00-04:00,24539.25,24542.25,24538.25,24539.5,0,0,0,0,0,0,0,NaN,24542.25,24538.25,24539.5
2025-09-16T16:55:00-04:00,24539,24541,24530.25,24530.25,0,0,0,0,0,0,0,NaN,24541,24530.25,24530.25
2025-09-16T18:00:00-04:00,24526.75,24535,24525,24530.75,0,0,0,0,0,0,0,NaN,24535,24525,24530.75
2025-09-16T18:05:00-04:00,24531.25,24536.75,24531.25,24534.75,0,0,0,0,0,0,0,NaN,24536.75,24531.25,24534.75
2025-09-16T18:10:00-04:00,24535,24540.25,24534.5,24539.5,0,0,0,0,0,0,0,NaN,24540.25,24534.5,24539.5
2025-09-16T18:15:00-04:00,24539.25,24540.25,24535,24536.75,0,0,0,0,0,0,0,NaN,24540.25,24535,24536.75
2025-09-16T18:20:00-04:00,24537.25,24545.75,24537,24544.25,0,0,0,0,0,0,0,NaN,24545.75,24537,24544.25
2025-09-16T18:25:00-04:00,24545,24546.25,24541.25,24545.75,0,0,0,0,0,0,0,NaN,24546.25,24541.25,24545.75
2025-09-16T18:30:00-04:00,24546,24550,24545.5,24547.75,0,0,0,0,0,0,0,NaN,24550,24545.5,24547.75
2025-09-16T18:35:00-04:00,24547.5,24551.75,24547,24549.5,0,0,0,0,0,0,0,NaN,24551.75,24547,24549.5
2025-09-16T18:40:00-04:00,24549.5,24549.5,24545,24547.25,0,0,0,0,0,0,0,NaN,24549.5,24545,24547.25
2025-09-16T18:45:00-04:00,24547.25,24549.25,24545.25,24548.5,0,0,0,0,0,0,0,NaN,24549.25,24545.25,24548.5
2025-09-16T18:50:00-04:00,24548,24549.5,24546.75,24549.25,0,0,0,0,0,0,0,NaN,24549.5,24546.75,24549.25
2025-09-16T18:55:00-04:00,24548.75,24550,24545.25,24546,0,0,0,0,0,0,0,NaN,24550,24545.25,24546
2025-09-16T19:00:00-04:00,24546,24550.25,24545.5,24547.75,0,0,0,0,0,0,0,NaN,24550.25,24545.5,24547.75
2025-09-16T19:05:00-04:00,24547.75,24548.25,24545.75,24547,0,0,0,0,0,0,0,NaN,24548.25,24545.75,24547
2025-09-16T19:10:00-04:00,24548,24548,24544.75,24545.5,0,0,0,0,0,0,0,NaN,24548,24544.75,24545.5
